"Timestamp","How much did you LIKE the previous page? (Be honest!)","How SURPRISING did the statistics feel to you? (regardless if you dis/liked the presentation style)","From 1910–2015, what was the % change in extreme poverty? (if decrease, type negative number)","From 1990–2016, what was the % change in air particle pollution? (if decrease, type negative number)","In 2016, what % of deaths were from homicide + war + terrorism combined?","In 2016, what % of world had at least one mental/substance disorder?","In 2016, what % of deaths were from heart disease?","From 1986–2014, what was the % change in nuclear warheads? (if decrease, type negative number)","From 1990–2016, what was the % change in the suicide death rate? (if decrease, type negative number)","In 2015, what % of people lived in a democracy?","From 1950–2015, what was the % change in the world's fertility rate? (if decrease, type negative number)","From 1959–2016, what was the % change in CO2 emissions? (if decrease, type negative number)","What's your age? (OPTIONAL)","What's your gender? (OPTIONAL)","What's the highest level of academic schooling you've completed so far? (OPTIONAL)"
"2019/01/16 8:25:25 AM EST","7","3","-40","+30","1","15","33","-50","-20","51","-50","150","36","Male","PhD or other advanced professional degree"
"2019/01/16 8:32:50 AM EST","6","4","","","","","","","","","","","","Attack Helicopter",""
"2019/01/16 9:15:10 AM EST","9","5","-80","50","1","35","40","-84","26","56","-50","302","40","m","PhD or other advanced professional degree"
"2019/01/16 9:27:11 AM EST","8","8","-70","30","1","15","30","-50","-30","56","-30","302","17","female","High school/Secondary school/GED"
"2019/01/16 9:31:28 AM EST","6","8","-80","30","1","15","36","-80","-20","","-30","306","","m","PhD or other advanced professional degree"
"2019/01/16 10:09:31 AM EST","10","9","-80","-55","1","33","33","-500","-10","50","-50","300","30","","None / Don't know / Rather not say"
"2019/01/16 10:32:44 AM EST","9","2","","","","","","","","","","","","",""
"2019/01/16 10:47:09 AM EST","8","8","-15","-40","20","30","30","-70","20","53","-30","80","24","Male","4-year college degree (Bachelor's)"
"2019/01/16 10:59:23 AM EST","8","6","-88","25","1","15","50","-44","-33","50","-30","25","29","male","4-year college degree (Bachelor's)"
"2019/01/16 11:01:30 AM EST","9","9","-20","50","1","8","30","20","-10","80","-15","150","25","Female","Master's degree"
"2019/01/16 11:10:41 AM EST","1","5","-88","310","1","15","16","-70","5","56","-51","310","40","male","Master's degree"
"2019/01/16 11:12:27 AM EST","10","9","-50","20","1","20","20","-70","-20","20","-30","-80","35","Female","Master's degree"
"2019/01/16 11:50:28 AM EST","8","8","-99","303","1","15","32","-56","-50","60","-55","303","21","Male","High school/Secondary school/GED"
"2019/01/16 11:53:40 AM EST","7","8","-80","50","15","34","40","-80","-20","51","-50","300","25","male","4-year college degree (Bachelor's)"
"2019/01/16 12:00:22 PM EST","7","6","-70","20","1","15","30","-89","-60","58","-60","-40","35","Male","4-year college degree (Bachelor's)"
"2019/01/16 12:19:22 PM EST","9","7","88","25","1","25","28","-83","-34","52","-52","52","53","Male","High school/Secondary school/GED"
"2019/01/16 12:30:50 PM EST","10","7","-88","25","1","15","32","-88","-33","50","-50","25","58","male","2-year college degree (Associate's)"
"2019/01/16 12:52:54 PM EST","7","5","-60","20","1","10","35","-80","-20","50","-50","200","","",""
"2019/01/16 1:38:41 PM EST","8","7","-80","50","1","15","33","-83","-53","55","-38","302","24","Non binary","4-year college degree (Bachelor's)"
"2019/01/16 1:48:37 PM EST","7","7","-85","25","1","20","40","-84","-20","10","-25","200","27","Male","Master's degree"
"2019/01/16 1:53:38 PM EST","7","7","-40","30","1","13","25","-88","8","56","28","302","21","Male","4-year college degree (Bachelor's)"
"2019/01/16 2:49:44 PM EST","3","6","-50","50","1","10","33","-85","-25","56","-30","300","","","Master's degree"
"2019/01/16 2:50:04 PM EST","7","4","-85","24","1","15","34","-80","-33","56","-50","320","22","male","High school/Secondary school/GED"
"2019/01/16 2:52:20 PM EST","6","7","-84","25","1","15","50","-84","-86","54","-86","306","25","Nonbinary Trans Woman","Master's degree"
"2019/01/16 2:52:21 PM EST","6","7","-88","20","1","15","40","-40","17","30","-33","302","21","female","High school/Secondary school/GED"
"2019/01/16 2:52:31 PM EST","8","7","-56","12","1","15","18","-56","-25","60","-52","300","45","Woman","PhD or other advanced professional degree"
"2019/01/16 2:52:36 PM EST","7","6","-88","25","1","15","32","-80","-33","56","-51","302","24","Woman ","Master's degree"
"2019/01/16 2:53:52 PM EST","7","7","80","30","1","10","30","-80","-20","40","-60","300","24","Male","4-year college degree (Bachelor's)"
"2019/01/16 2:53:59 PM EST","4","8","-81","52","1","25","10","-88","-32","56","-30","302","25","Nonbinary","4-year college degree (Bachelor's)"
"2019/01/16 2:55:00 PM EST","9","3","-80","25","1","15","40","-80","-40","55","-40","80","23","M","2-year college degree (Associate's)"
"2019/01/16 2:56:24 PM EST","8","5","-75","15","1","25","50","-50","-30","56","-51","75","18","Male","Master's degree"
"2019/01/16 2:56:55 PM EST","7","4","-88","33","1","22","40","-85","-33","51","-70","302","45","Male","PhD or other advanced professional degree"
"2019/01/16 2:57:20 PM EST","7","7","-90","50","1","20","30","-70","-20","56","-50","302","26","Male","2-year college degree (Associate's)"
"2019/01/16 3:00:40 PM EST","8","7","85","47","1","15","58","88","35","85","88","85","60","F","Master's degree"
"2019/01/16 3:01:00 PM EST","3","3","-88","35","1","15","33","-80","30","56","-50","350","25","Male","Master's degree"
"2019/01/16 3:02:55 PM EST","7","6","-88","30","1","16","20","-40","-30","55","-30","88","","","4-year college degree (Bachelor's)"
"2019/01/16 3:02:58 PM EST","3","3","-84","25","1","15","36","-82","-33","56","-51","304","23","Male","4-year college degree (Bachelor's)"
"2019/01/16 3:03:06 PM EST","6","4","-16","32","1","15","15","-85","-20","56","-50","302","47","M","Master's degree"
"2019/01/16 3:03:37 PM EST","9","4","-80","50","1","15","35","-80","-35","56","-35","300","24","Male","4-year college degree (Bachelor's)"
"2019/01/16 3:07:03 PM EST","8","7","-95","0","1","15","32","-95","-15","60","-51","302","43","Male","4-year college degree (Bachelor's)"
"2019/01/16 3:09:04 PM EST","6","9","-33","27","3","20","36","-50","-30","50","-10","-38","19","Nonbinary ","High school/Secondary school/GED"
"2019/01/16 3:10:14 PM EST","7","6","-78","88","1","18","32","-88","-55","65","-64","302","40","Male","4-year college degree (Bachelor's)"
"2019/01/16 3:10:35 PM EST","9","8","-81","25","10","15","10","-52","-25","55","-50","301","20","Male","2-year college degree (Associate's)"
"2019/01/16 3:10:55 PM EST","6","7","-88","25","1","15","35","-80","-70","58","-50","315","33","","Master's degree"
"2019/01/16 3:14:07 PM EST","8","8","-88","302","1","33","20","-86","-66","56","-51","302","26","Male","4-year college degree (Bachelor's)"
"2019/01/16 3:15:05 PM EST","8","6","-88","25","1","40","25","-88","-50","53","-50","302","46","Male","4-year college degree (Bachelor's)"
"2019/01/16 3:15:16 PM EST","9","9","-80","25","1","10","30","-60","-60","56","-50","300","30","Male","4-year college degree (Bachelor's)"
"2019/01/16 3:16:06 PM EST","6","3","-95","50","1","15","30","-70","-33","55","-20","300","28","M","4-year college degree (Bachelor's)"
"2019/01/16 3:17:34 PM EST","4","7","-74","-64","1","18","32","-84","-44","64","-51","61","27","Female","2-year college degree (Associate's)"
"2019/01/16 3:17:51 PM EST","7","5","-85","30","1","13","13","-50","-5","56","-10","300","21","Female","4-year college degree (Bachelor's)"
"2019/01/16 3:18:47 PM EST","8","6","-88","30","1","15","40","-80","10","56","-51","302","19","Female","High school/Secondary school/GED"
"2019/01/16 3:19:45 PM EST","","","-84","302","1","8","15","-84","-20","56","-30","302","24","Male","4-year college degree (Bachelor's)"
"2019/01/16 3:24:07 PM EST","7","7","-70","300","1","15","40","-84","-35","35","-35","300","26","Woman","4-year college degree (Bachelor's)"
"2019/01/16 3:30:55 PM EST","8","6","-50","300","1","15","25","-50","-88","50","-50","25","30","male","Master's degree"
"2019/01/16 3:34:22 PM EST","7","8","-88","-30","1","15","37","-38","-30","55","-20","300","26","Male","4-year college degree (Bachelor's)"
"2019/01/16 3:35:32 PM EST","5","7","-88","-50","1","15","32","-80","-25","56","-50","300","37","male","PhD or other advanced professional degree"
"2019/01/16 3:38:02 PM EST","4","8","72","50","1","35","32","30","-30","82","-10","302","15","Male","High school/Secondary school/GED"
"2019/01/16 3:42:10 PM EST","9","3","-88","25","1","15","32","-84","-33","56","-51","302","26","Male","High school/Secondary school/GED"
"2019/01/16 3:42:53 PM EST","10","8","-85","25","1","30","46","-60","-80","70","-60","302","18","Male","High school/Secondary school/GED"
"2019/01/16 3:43:40 PM EST","5","7","-88","70","1","10","33","88","-60","60","51","340","37","Female","4-year college degree (Bachelor's)"
"2019/01/16 3:50:48 PM EST","8","4","-70","40","1","6","45","-70","10","60","-51","300","37","","PhD or other advanced professional degree"
"2019/01/16 3:51:54 PM EST","6","6","-50","100","1","10","35","-30","-40","52","-30","302","23","Male","High school/Secondary school/GED"
"2019/01/16 3:52:25 PM EST","2","3","-60","30","1","16","36","-84","30","56","-20","306","24","Agender","4-year college degree (Bachelor's)"
"2019/01/16 3:52:51 PM EST","7","3","-90","30","1","15","30","-80","-30","55","-50","300","25","male","4-year college degree (Bachelor's)"
"2019/01/16 3:54:29 PM EST","8","7","-83","45","1","13","34","-45","-12","65","-56","46","17","Male","High school/Secondary school/GED"
"2019/01/16 3:59:05 PM EST","8","6","-51","25","1","32","32","-81","-33","53","-51","51","50","Male","Master's degree"
"2019/01/16 3:59:21 PM EST","4","2","-88","302","1","15","15","-80","-33","30","-30","88","22","Female","High school/Secondary school/GED"
"2019/01/16 4:02:59 PM EST","5","4","-88","-30","1","22","32","-85","-50","56","-50","302","20","Male","High school/Secondary school/GED"
"2019/01/16 4:05:15 PM EST","2","2","-40","30","1","15","30","-70","-30","56","-50","302","20","male","High school/Secondary school/GED"
"2019/01/16 4:07:17 PM EST","10","7","-82","60","1","15","32","-88","-25","50","-50","302","23","Female ","Master's degree"
"2019/01/16 4:08:37 PM EST","10","8","-15","15","1","18","32","-88","-10","55","-60","302","19","Male","High school/Secondary school/GED"
"2019/01/16 4:15:30 PM EST","7","6","-50","40","1","15","40","-70","-15","56","-20","301","29","Male","High school/Secondary school/GED"
"2019/01/16 4:16:48 PM EST","9","7","-70","56","1","15","25","-30","-25","50","-20","300","","","Master's degree"
"2019/01/16 4:22:59 PM EST","6","4","-88","25","1","15","32","-65","-30","56","-51","300","43","male","4-year college degree (Bachelor's)"
"2019/01/16 4:24:28 PM EST","9","3","-80","300","1","15","30","-50","-30","50","-50","400","42","male","PhD or other advanced professional degree"
"2019/01/16 4:29:59 PM EST","6","8","-88","28","1","12","12","-88","-19","56","-82","302","34","Male","Master's degree"
"2019/01/16 4:32:58 PM EST","9","5","89","300","1","15","36","-80","-50","56","55","","54","Male","4-year college degree (Bachelor's)"
"2019/01/16 4:34:05 PM EST","9","3","-86","20","1","15","33","-86","-30","56","-48","302","30","Male","Master's degree"
"2019/01/16 4:38:30 PM EST","","","-56","80","1","15","32","-86","10","55","-55","300","51","Male","4-year college degree (Bachelor's)"
"2019/01/16 4:42:25 PM EST","7","7","-55","25","1","30","1","-30","-40","56","-50","302","25","Cis woman","4-year college degree (Bachelor's)"
"2019/01/16 4:50:50 PM EST","8","6","-84","30","1","15","32","-84","-34","56","-52","302","55","Male","Master's degree"
"2019/01/16 4:53:12 PM EST","8","3","-80","50","1","20","40","-70","-20","50","-51","300","16","Men","Grade school/Primary school"
"2019/01/16 5:06:11 PM EST","9","3","-60","-20","1","30","35","-60","-30","55","-55","300","48","M","4-year college degree (Bachelor's)"
"2019/01/16 5:09:36 PM EST","3","2","-85","25","1","15","15","-80","-33","56","-20","350","33","male","Master's degree"
"2019/01/16 5:11:25 PM EST","9","7","-87","-40","30","15","33","-65","-32","65","-60","186","25","male","Master's degree"
"2019/01/16 5:21:02 PM EST","6","4","-50","30","1","15","46","-80","-40","46","-50","298","26","Male","Master's degree"
"2019/01/16 5:24:47 PM EST","9","6","-83","-25","1","15","32","-82","-15","52","-50","300","23","Male","4-year college degree (Bachelor's)"
"2019/01/16 5:25:31 PM EST","9","3","-80","20","1","10","-10","-80","-15","65","-20","40","43","Male","PhD or other advanced professional degree"
"2019/01/16 5:53:41 PM EST","8","8","-33","20","1","15","32","-33","-33","56","-50","302","23","woman","4-year college degree (Bachelor's)"
"2019/01/16 6:03:17 PM EST","5","8","-84","34","1","15","33","-84","-33","56","-51","302","25","Female ","PhD or other advanced professional degree"
"2019/01/16 6:05:06 PM EST","9","7","-80","-25","1","15","","80","-15","54","-50","350","47","female","Master's degree"
"2019/01/16 6:06:08 PM EST","3","7","88","25","1","16","32","-80","-30","56","-51","301","47","Male","PhD or other advanced professional degree"
"2019/01/16 6:14:37 PM EST","7","8","-88","300","1","14","27","-87","-88","56","33","302","","","High school/Secondary school/GED"
"2019/01/16 6:16:57 PM EST","10","6","-80","50","1","15","15","-90","-80","53","-25","300","15","male","High school/Secondary school/GED"
"2019/01/16 6:19:57 PM EST","8","5","-88","35","1","15","35","-84","-18","56","-51","302","22","Male","High school/Secondary school/GED"
"2019/01/16 6:40:14 PM EST","7","5","-64","25","1","15","32","-88","-15","56","-51","302","41","f","PhD or other advanced professional degree"
"2019/01/16 6:47:50 PM EST","7","3","-50","50","1","25","33","-42","-33","50","-50","300","32","female","4-year college degree (Bachelor's)"
"2019/01/16 6:53:36 PM EST","3","6","-85","20","1","25","-32","-50","-20","36","-51","350","24","","2-year college degree (Associate's)"
"2019/01/16 7:54:51 PM EST","4","4","-60","10","1","15","20","-35","-40","55","-65","56","17","female","High school/Secondary school/GED"
"2019/01/16 8:04:39 PM EST","6","5","-30","30","1","15","32","-80","-30","51","-50","300","53","male","PhD or other advanced professional degree"
"2019/01/16 8:08:20 PM EST","7","2","-88","15","1","15","33","-84","-30","56","-25","302","21","Male","High school/Secondary school/GED"
"2019/01/16 8:18:24 PM EST","7","8","88","50","5","33","30","78","33","88","50","300","50","M","Master's degree"
"2019/01/16 9:25:57 PM EST","8","7","-46","302","7","25","26","-86","32","56","-51","302","48","Male","High school/Secondary school/GED"
"2019/01/16 9:35:04 PM EST","9","8","","","","","","","","","","","","","High school/Secondary school/GED"
"2019/01/16 9:43:31 PM EST","10","6","-86","150","1","15","23","-86","-50","56","-50","302","29","Male?","Master's degree"
"2019/01/16 10:20:41 PM EST","8","7","-85","303","1","15","7","-88","-33","58","-20","303","55","M","PhD or other advanced professional degree"
"2019/01/16 10:31:27 PM EST","7","2","-80","23","1","15","20","-80","5","70","-50","300","36","Male","PhD or other advanced professional degree"
"2019/01/16 10:49:12 PM EST","2","4","","18","1","20","25","-86","-15","56","-50","302","31","Male","PhD or other advanced professional degree"
"2019/01/16 11:37:00 PM EST","8","8","-90","-25","1","15","32","-80","-15","56","-51","302","36","male","PhD or other advanced professional degree"
"2019/01/16 11:42:20 PM EST","8","9","-82","68","1","24","25","-86","-56","56","-20","105","37","M","4-year college degree (Bachelor's)"
"2019/01/17 12:13:09 AM EST","9","4","-88","306","1","15","48","-88","-25","60","-51","108","19","Male","High school/Secondary school/GED"
"2019/01/17 1:08:55 AM EST","4","7","-50","20","1","15","10","-80","-30","55","-50","40","15","Female","Grade school/Primary school"
"2019/01/17 1:22:20 AM EST","10","6","50","-34","1","5","3","6","4","59","-25","6","","",""
"2019/01/17 1:32:30 AM EST","8","3","-89","80","1","15","31","-82","-80","54","-42","302","33","Male","Master's degree"
"2019/01/17 1:33:32 AM EST","7","6","-84","25","1","16","33","-78","-56","56","-33","300","32","Cis Man","4-year college degree (Bachelor's)"
"2019/01/17 1:34:22 AM EST","10","10","-88","56","1","8","33","-86","-35","56","-86","312","32","male","Master's degree"
"2019/01/17 1:38:09 AM EST","5","3","83","53","1","15","35","-86","80","53","-80","35","","",""
"2019/01/17 1:40:31 AM EST","6","8","-60","30","1","15","32","-86","-85","50","-70","300","21","Male","High school/Secondary school/GED"
"2019/01/17 1:44:30 AM EST","9","6","-40","15","10","15","20","-50","15","55","-51","40","16","Male","Grade school/Primary school"
"2019/01/17 1:47:57 AM EST","7","9","-50","80","1","15","15","-60","-33","56","-45","+300","24","Female","4-year college degree (Bachelor's)"
"2019/01/17 1:48:52 AM EST","7","5","88","25","1","10","10","-85","33","56","-54","-302","28","Male","PhD or other advanced professional degree"
"2019/01/17 2:43:12 AM EST","7","3","-88","21","1","12","15","-80","-30","56","-50","302","49","m","PhD or other advanced professional degree"
"2019/01/17 2:45:35 AM EST","8","4","-51","37","1","15","30","-84","-33","56","-51","302","21","Female (trans)","High school/Secondary school/GED"
"2019/01/17 2:50:42 AM EST","6","7","-80","30","1","15","20","-80","-30","50","-30","40","39","male","Master's degree"
"2019/01/17 3:35:47 AM EST","7","5","-80","30","1","18","32","-84","-25","56","-80","304","24","Male","Master's degree"
"2019/01/17 3:48:56 AM EST","9","7","-80","-20","1","15","30","-88","-30","49","-50","350","21","Male","High school/Secondary school/GED"
"2019/01/17 3:49:22 AM EST","2","3","-86","23","1","25","35","-75","-25","57","-53","86","48","female","Master's degree"
"2019/01/17 4:04:17 AM EST","9","9","-35","310","2","25","35","-65","-65","52","-35","300","35","Male","Master's degree"
"2019/01/17 4:27:31 AM EST","10","4","-75","-10","1","33","30","-70","-30","55","-50","300","24","Non-binary","4-year college degree (Bachelor's)"
"2019/01/17 5:53:34 AM EST","9","7","-88","28","1","13","35","-68","-33","53","-51","331","16","M","High school/Secondary school/GED"
"2019/01/17 6:16:28 AM EST","5","6","-88","40","1","15","30","80","-80","52","-50","302","44","male","Master's degree"
"2019/01/17 6:27:39 AM EST","8","5","-76","25","1","15","32","-82","-20","56","-50","302","","","None / Don't know / Rather not say"
"2019/01/17 6:54:08 AM EST","8","6","-80","25","1","15","32","-50","-33","56","-50","302","22","female","4-year college degree (Bachelor's)"
"2019/01/17 9:41:51 AM EST","10","6","-86","27","1","33","41","-84","-45","56","-42","302","41","Female ","4-year college degree (Bachelor's)"
"2019/01/17 9:47:20 AM EST","3","9","7","30","1","8","30","-20","-33","50","-15","302","42","Female","Master's degree"
"2019/01/17 9:59:27 AM EST","5","6","-80","50","1","15","25","-80","-70","66","-42","300","20","Male","2-year college degree (Associate's)"
"2019/01/17 10:23:07 AM EST","7","7","-85","30","1","15","30","-83","-20","56","-50","300","40","M","PhD or other advanced professional degree"
"2019/01/17 10:29:44 AM EST","7","4","-80","20","1","15","32","-88","-20","56","-51","302","23","M","Master's degree"
"2019/01/17 11:18:44 AM EST","7","4","88","50","1","15","32","84","-33","49","-26","302","26","Male","PhD or other advanced professional degree"
"2019/01/17 12:10:04 PM EST","8","7","-53","-20","2","15","33","-83","-33","53","-33","303","53","male","4-year college degree (Bachelor's)"
"2019/01/17 12:12:11 PM EST","3","5","-88","60","5","5","32","-70","-50","66","-60","302","34","","4-year college degree (Bachelor's)"
"2019/01/17 12:34:20 PM EST","6","7","-88","+30","1","15","33","-50","-50","56","-51","+60","","","4-year college degree (Bachelor's)"
"2019/01/17 12:53:12 PM EST","8","7","-16","25","1","15","32","12","-80","33","-84","302","33","Female","4-year college degree (Bachelor's)"
"2019/01/17 1:05:29 PM EST","7","2","88","50","1","15","32","85","-20","56","-50","302","38","Male","Master's degree"
"2019/01/17 2:07:48 PM EST","4","7","-88","-88","1","15","40","-85","-88","50","-30","300","50","F","Master's degree"
"2019/01/17 2:23:42 PM EST","6","5","-88","25","1","15","32","-80","23","56","-50","302","","Male","High school/Secondary school/GED"
"2019/01/17 2:33:37 PM EST","8","6","-80","40","1","30","30","-80","-10","56","-60","300","29","Male","4-year college degree (Bachelor's)"
"2019/01/17 2:48:13 PM EST","9","7","-88","25","1","15","32","88","-33","54","-51","302","28","Female ","4-year college degree (Bachelor's)"
"2019/01/17 2:56:40 PM EST","9","7","-85","25","1","20","30","-80","-20","60","-30","200","22","M","2-year college degree (Associate's)"
"2019/01/17 3:03:03 PM EST","1","2","-75","20","1","15","33","-85","5","56","-51","50","","",""
"2019/01/17 3:29:04 PM EST","7","5","-30","50","1","15","25","-82","-13","53","-10","300","21","Male","High school/Secondary school/GED"
"2019/01/17 4:26:04 PM EST","5","8","-80","-42","1","25","15","-40","1","65","-82","15","48","Male","4-year college degree (Bachelor's)"
"2019/01/17 5:28:52 PM EST","6","7","-30","15","1","20","30","-86","-33","56","-51","40","","","4-year college degree (Bachelor's)"
"2019/01/17 5:30:13 PM EST","5","3","-60","","1","15","32","-84","-88","59","-60","302","49","female","PhD or other advanced professional degree"
"2019/01/17 5:36:29 PM EST","8","4","-60","70","1","17","15","-85","40","60","-40","302","35","male","4-year college degree (Bachelor's)"
"2019/01/17 5:57:30 PM EST","4","7","-88","35","1","15","33","-85","-40","66","-51","350","32","Male","Master's degree"
"2019/01/17 6:01:57 PM EST","4","7","-40","50","1","20","20","-88","-13","50","-15","300","","",""
"2019/01/17 7:12:29 PM EST","10","3","-40","25","1","6","25","-30","-30","57","-30","307","","","4-year college degree (Bachelor's)"
"2019/01/17 10:23:53 PM EST","8","6","-86","25","1","15","60","-60","-60","56","-50","300","23","M","2-year college degree (Associate's)"
"2019/01/18 1:50:07 AM EST","7","6","-62","82","1","13","45","34","18","54","-2","302","47","M","Master's degree"
"2019/01/18 3:49:24 AM EST","10","5","-30","25","2","16","13","-80","-42","60","-40","60","17","Female","Grade school/Primary school"
"2019/01/18 8:09:56 AM EST","4","6","-92","-30","1","15","35","-80","-60","60","-30","302","","agender","4-year college degree (Bachelor's)"
"2019/01/18 9:02:57 AM EST","6","5","-50","15","1","15","32","-88","-10","30","-50","302","19","Male","High school/Secondary school/GED"
"2019/01/18 9:46:34 AM EST","9","8","-86","40","1","15","33","-65","-35","56","-25","350","24","Male","4-year college degree (Bachelor's)"
"2019/01/18 9:57:17 AM EST","4","9","88","48","10","15","32","-90","30","56","-28","359","24","Male","None / Don't know / Rather not say"
"2019/01/18 10:12:03 AM EST","7","6","-88","88","1","25","32","-80","15","56","-55","302","58","Male","Master's degree"
"2019/01/18 10:58:59 AM EST","8","5","-50","+300","1","30","25","-80","-15","55","-50","+300","","m","Master's degree"
"2019/01/18 11:47:02 AM EST","9","5","-85","50","1","15","32","-86","-30","35","-50","300","32","male","4-year college degree (Bachelor's)"
"2019/01/18 1:55:39 PM EST","6","6","-30","50","1","13","20","-80","-5","52","-50","50","35","male","4-year college degree (Bachelor's)"
"2019/01/18 2:20:34 PM EST","1","8","-84","50","1","30","20","-81","10","40","-50","80","34","","Master's degree"
"2019/01/18 4:32:52 PM EST","6","3","-88","50","1","15","33","-84","-15","56","-35","302","35","M","Master's degree"
"2019/01/18 7:14:29 PM EST","10","4","-80","40","1","20","20","-80","-30","56","-60","30","42","Male","4-year college degree (Bachelor's)"
"2019/01/18 8:51:19 PM EST","10","9","-89","45","1","15","1","1","-85","78","1","45","15","non-binary","High school/Secondary school/GED"
"2019/01/19 2:02:52 AM EST","8","6","-85","20","1","15","33","-84","-30","54","-60","302","18","Male? Not sure tbh","High school/Secondary school/GED"
"2019/01/19 9:32:38 AM EST","6","6","-85","55","2","25","60","-35","-5","56","-55","55","50","Male","Master's degree"
"2019/01/19 10:00:35 AM EST","10","6","-80","10","1","15","32","-80","-25","56","-50","300","26","Maöe","Master's degree"
"2019/01/19 12:49:27 PM EST","8","8","-88","55","1","15","36","82","25","56","-52","55","52","Male","PhD or other advanced professional degree"
"2019/01/19 1:58:47 PM EST","3","8","-21","25","1","21","4","34","-12","56","-21","302","56","","PhD or other advanced professional degree"
"2019/01/19 2:27:20 PM EST","7","3","-88","25","1","15","35","-70","-20","56","-51","302","20","male","4-year college degree (Bachelor's)"
"2019/01/19 4:17:39 PM EST","7","2","-75","60","1","16","25","-84","-35","55","-45","302","41","Male","PhD or other advanced professional degree"
"2019/01/19 4:58:52 PM EST","8","4","-56","88","1","15","33","-80","-33","56","-50","300","19","Male","High school/Secondary school/GED"
"2019/01/19 6:34:48 PM EST","7","6","-80","25","1","11","35","-80","-50","55","-50","300","28","Male","Master's degree"
"2019/01/19 6:53:43 PM EST","6","4","-86","25","1","-10","30","-85","-15","56","-15","36","36","Male","Master's degree"
"2019/01/19 6:59:55 PM EST","8","8","-60","-40","1","15","15","-60","-33","64","-50","-40","26","Male","4-year college degree (Bachelor's)"
"2019/01/20 2:14:27 AM EST","7","2","-80","25","1","15","33","-80","-30","50","-50","300","35","","Master's degree"
"2019/01/20 6:03:22 AM EST","4","3","-88","36","1","17","32","-82","36","52","-63","302","31","female","4-year college degree (Bachelor's)"
"2019/01/20 7:20:19 AM EST","7","7","-90","-20","1","15","30","-80","-33","50","-50","300","18","Male","High school/Secondary school/GED"
"2019/01/20 8:01:28 AM EST","7","2","-81","20","1","20","30","-80","-30","50","-50","302","51","Male","PhD or other advanced professional degree"
"2019/01/20 10:25:26 AM EST","10","8","15","80","1","5","30","-80","1","54","-56","90","48","","PhD or other advanced professional degree"
